,cost,treated_area,site_slope,site_footprint,tss_conc_pct_reduction,site_equity_factor,risk_factor
82,245010.66,328.0,0.02005662688364234,165482.90901334403,73.10372329058211,0.8006018713833505,2
83,63219.68,248.6,0.06389589013382287,95744.5861441244,62.1810822792348,-0.7762024582328626,0
84,231467.98,16.2,0.007652862871584276,109943.29110327404,81.80315246950093,0.8857837384900178,0
85,241124.66,306.2,0.0424663323376569,27416.035799045203,39.44934256680241,-0.2968941450891356,0
86,516132.2,358.1,0.017502391705228992,162717.76114287542,37.10278207614964,0.7229787824663889,0
87,453539.08,208.5,0.006298184654768677,129993.1078363616,7.725241060553492,0.33674681197078193,1
88,623304.66,378.7,0.04073178102957666,196570.94315950616,44.794382393590595,0.920548608111444,1
89,341106.15,113.7,0.04046541031885897,43852.98484195334,67.27008624830336,0.7293558955916364,2
90,101324.09,110.8,0.05684517123238195,165516.4041325364,30.90136971585458,0.7757956271018123,1
91,505006.46,80.9,0.059835304751100486,149184.5535900957,44.79448017595036,0.263508712240061,1
92,537333.83,186.1,0.058495527606738845,58047.98815700207,23.868208089733912,0.6663170619525516,1
93,401668.49,423.5,0.03335513990042365,145421.59196408355,71.45975130494561,0.514262301522677,1
94,544257.68,414.0,0.050903493190898444,201343.64761347894,10.203994275338651,-0.6767537381922255,0
95,355781.01,191.5,0.04657867416887287,200051.67091636505,65.66294273004286,0.2971937827064861,2
96,375458.32,294.6,0.03430337873323665,156790.74261471236,37.58884101006858,-0.7036489069596827,2
97,310727.89,360.5,0.04817980284069347,10660.709287411479,8.577261967292388,0.7389122437710598,1
98,37285.01,120.8,0.07583258225979474,190004.71980086714,78.39838450709358,-0.868100401320063,1
99,93366.17,84.2,0.016238605750828812,143332.62488418788,46.9440802335802,0.9740933403865506,0
100,41371.85,486.1,0.07255599556705658,67750.49349256301,56.5414313869871,-0.19874666772457705,2
101,452759.08,308.9,0.005222985604672671,40945.67870716017,67.95463947110329,-0.6587412925971288,2
102,233762.07,490.7,0.025362747819231195,25485.960588216203,61.33640123810223,0.8713499673224459,2
103,365828.07,169.0,0.02376347464031073,11131.54927848879,67.8536908900566,-0.9091480275403041,0
104,637145.2,351.6,0.05048284352259155,164292.8667540846,70.55622487369577,-0.05978873098203308,2
105,189518.72,111.5,0.011366771190405935,51519.43657005671,55.667031628556536,0.5404542558490053,0
106,299060.39,130.7,0.07070546133534054,5477.4388830123025,36.44485345806707,-0.36649904913659803,1
107,533774.77,256.0,0.06645556126873826,86646.09384081687,25.910224875605465,0.05766933980560229,1
108,175582.75,159.9,0.05251319975513694,105215.30073689295,82.6496783521397,0.40082603262760386,2
109,72346.34,84.0,0.037214692711583626,37024.498243867616,88.41353663888694,0.9039528420026417,2
110,217030.99,131.6,0.0747035273292242,9784.917948970831,35.75899693844596,-0.7945947214579401,2
111,129630.48,18.1,0.06662897782292392,41353.705122139785,14.658722700217819,-0.6855465925701605,2
112,652194.4,352.3,0.040445896698418346,147972.76097563858,24.13821013201309,0.017741790388133838,1
113,569521.86,246.2,0.056447995001890586,18096.224169862515,62.6773917548983,-0.1630500776999062,2
114,450714.55,47.3,0.04578746622219508,120976.05784920185,19.872269816416445,-0.17840767863266715,0
115,612593.2,86.0,0.0474474368326729,32059.248568817067,72.09051548324499,-0.4060769941276936,1
116,566497.01,51.4,0.02714710948556023,42781.96417109926,84.38060062922537,0.12136959701791228,0
117,146867.64,306.4,0.03750468376536684,85733.74739883363,87.87403029678086,0.7665766723314325,2
118,626940.12,47.3,0.007171593032389793,22139.59312529194,5.801993513840598,-0.6781513189242723,2
119,386752.72,377.2,0.02923054664150281,37889.08220540952,87.40125818607983,-0.5694273410084847,0
120,569059.31,10.5,0.05597045271361001,76132.04473181466,68.65672004514713,0.34164699559917144,1
121,629342.08,124.8,0.07630406640998871,71935.97559644462,12.228319974686993,-0.8876046914253917,0
122,236242.36,445.4,0.07708206490827861,163241.47528303927,40.710680314970475,0.34752839912601297,1
123,94835.31,359.3,0.04490210666086644,16472.62959550994,65.20391081383778,-0.37108769827332533,1
124,174995.91,36.7,0.04892315789295699,187434.08008099633,87.27495236885024,-0.28429213719997004,0
125,310433.3,410.6,0.015671973654576433,177812.1203529054,19.116159850579763,-0.18890125235419952,0
126,576250.04,246.6,0.05592934053938893,166879.7807969658,15.985062245718042,-0.30082487701657024,1
127,605296.8,423.4,0.006582044621276513,67519.42607197764,45.621846580521556,0.6824192425590645,0
128,24727.45,300.4,0.02349016917815612,179259.07653367537,88.25650486151008,0.8921369148006182,1
129,367308.17,341.0,0.053800704435549934,39977.7326709475,88.5386125121889,0.09602295063237687,0
130,303839.48,496.8,0.025514500391935657,27271.443194054144,24.600667730550203,0.16375699766987872,2
131,171033.31,116.3,0.004937903055041892,9982.498167312448,32.46385472554533,-0.8590337839731297,1
132,101508.45,312.0,0.06671776233872614,204593.9349900133,83.09075076544029,0.4263838567220013,2
133,249578.32,230.3,0.02551607056363048,67223.17134066756,68.19636821327752,0.16819774592816805,0
134,661178.6,19.9,0.005985312763835595,199873.65072671234,88.61921286455517,-0.8992109523847993,0
135,239777.99,7.4,0.006908264995726349,59520.710986606144,81.81075921933767,-0.6031486658565934,2
136,372777.62,59.8,0.020888945104311538,197686.35275158967,23.498260326981928,-0.5961131592148745,1
137,498052.89,324.6,0.015063259830500574,196894.9618993088,70.33650990949077,-0.6580640961132815,1
138,267268.13,283.7,0.06216970930463192,201191.90739433112,9.176609914170028,0.31729190924555417,2
139,680811.82,276.8,0.02641303968669572,108162.98838824056,75.33361897176677,0.8568792307115378,0
140,674464.16,16.1,0.06457096701814677,188629.9120074389,56.7338815702363,0.5259506507167186,1
141,191211.96,234.8,0.01473383382802907,207086.65900600888,87.22468278673571,-0.045253029572173586,0
142,358128.98,462.3,0.03993745518398262,70836.64655682625,87.56279117034074,-0.19189740403103617,1
143,224597.25,198.9,0.05535493355069718,91347.07067652399,9.370099376094553,-0.22708378938155493,0
144,213691.54,312.5,0.05250727745540253,156706.6647642579,18.804847757796033,0.20249391539165007,0
145,45083.12,390.0,0.048489223384491235,65558.29720699028,46.64180606940747,-0.28155868211092727,1
146,434503.75,392.0,0.07406090655256242,164228.9056193946,80.63644314536883,-0.5477560576225657,2
147,361821.74,259.7,0.019053486668832807,16278.930798464984,75.04228223746085,0.20568581315116585,2
148,55005.55,429.0,0.040003817152506324,114113.24842118678,87.93582226625297,-0.2185891731448537,1
149,209479.6,195.8,0.0708354114557203,26815.414136622956,58.15523407157531,-0.9717503417123323,1
150,637620.8,444.4,0.007153607482017406,64027.18847262079,27.06446268229937,-0.9555377728664509,2
151,182902.09,120.3,0.005415173191992945,56476.8854050563,7.15917099744525,-0.4517267776911633,1
152,118528.51,140.3,0.019430880717105022,182751.61920723613,24.171678201967207,0.02484439901372748,1
153,352827.88,26.7,0.051008676343503465,42309.354776388565,63.07349502401172,-0.29152098466402254,0
154,690242.31,397.8,0.021530490489534745,176118.26742662428,84.65963480749913,-0.9518896952248961,2
155,184597.58,208.6,0.01602895082089512,172965.77126956382,32.59771538851078,-0.5536964724935192,1
156,477052.17,114.7,0.03724538291330508,108756.95288925323,80.31057240487941,-0.8071613826507678,2
157,537901.34,116.0,0.04947424743278351,51084.29241771781,38.96124935733946,0.8972640027228331,2
158,181593.53,450.7,0.020636058854322493,49572.64357447406,31.51132744569533,-0.374331848742947,1
159,515187.12,417.0,0.024754603751175625,101367.60321240847,48.76060488130035,-0.9704672568090082,2
160,270092.53,276.9,0.0494711850801096,2116.840008829149,43.03552034722691,0.32112650397132714,1
161,449967.96,308.1,0.07571333533716676,115821.92420343327,83.58678869246356,-0.5351041189843657,0
162,450800.2,237.3,0.054304596467608976,207524.82480691126,45.27009747709888,0.13347251006200822,1
163,384326.79,196.0,0.06284942734318023,33864.217493301,28.850843301184494,-0.6985090907810243,2
164,81397.04,457.8,0.029977997485682036,124960.00723309131,77.46063966516371,0.9680264702449293,2
165,588005.7,63.0,0.022508094391372822,209483.0426490338,90.89245800272273,0.9405183731306661,1
166,238130.44,209.3,0.03688715171300718,187449.6175533722,60.74274204959386,0.3119667033806117,1
167,146832.59,172.4,0.06476349346822222,185242.71332457964,26.53967772852684,0.41440524364412146,0
168,47727.1,249.2,0.03704767170145391,179034.54485421075,25.538096623133416,-0.1482422174166973,0
169,421807.2,228.9,0.06789130729439902,67443.53667782599,9.962775874512344,0.9243586908363377,2
170,480743.77,259.5,0.07911298647491503,193998.22248365835,11.647201312211298,-0.15252075925759812,2
171,31279.72,70.1,0.006690106592696571,205035.66042833801,83.68854618571757,-0.5210640051838795,2
172,368223.28,256.7,0.004587402330612592,108084.43130987097,13.297891206261347,-0.769242780792192,2
173,174017.13,121.4,0.012817586530155585,77354.65988365823,46.653570951802976,-0.5837493993712288,1
174,458717.5,92.3,0.03136520438301335,90336.2337958343,65.03847305361333,0.1444270078574441,1
175,138569.17,32.6,0.011352334522489162,72923.32174248339,78.13051131852987,-0.5098165641214019,1
176,489837.66,381.4,0.06978249373188172,46422.25298453992,19.729301721820548,0.3084988568950895,1
177,282980.04,213.8,0.0028285538311380405,134774.38712702872,42.64896640478069,-0.2356309602299067,2
178,656976.39,313.4,0.025947624590529978,122621.08244698225,26.627296771184866,0.7737458108344886,1
179,113514.24,363.9,0.015590875730042222,100858.51145814637,27.000785737127742,0.11695613493115475,2
180,251925.12,339.7,0.07459160708244505,21055.956142619394,31.130180443854126,0.24520810620255218,2
181,97161.99,235.4,0.05388899938631221,173603.90912002555,55.49199443998819,0.11311960598535409,2
182,648791.66,194.1,0.07305039025965858,38265.54325457173,6.425662564960586,0.7711375483820484,0
183,616590.76,188.1,0.07781396811452107,25128.700642980075,40.1539006231354,-0.8731608641416173,0
184,195400.31,320.1,0.04027076125051217,135780.33565708937,21.06739163002016,-0.8653025858185097,0
185,468789.15,247.5,0.019511209535794074,86945.01300532857,88.17219173208659,0.4034804898494968,2
186,575711.1,424.6,0.016304574109530554,13214.324236666893,55.11470769552669,0.5359278040963567,2
187,397536.55,437.4,0.0186105900731814,77571.67403952626,79.65621031940775,-0.13282116343606432,0
188,380162.39,85.4,0.05697887130213823,168139.4046572079,21.829338862186635,-0.2953895838914733,0
189,184459.56,68.3,0.004195212521717059,134078.22705524042,74.66135014184574,-0.4441098675891737,2
190,83309.88,315.3,0.005057524769584474,79142.2386019705,40.671291672250064,-0.5312102283329045,0
191,630106.72,150.8,0.049043292448268855,41936.72265968637,20.28174324104861,0.8239171793572104,2
192,632284.28,9.5,0.05172251459225512,137678.72708711866,70.46708740538801,-0.4097209072776551,1
193,450508.99,444.3,0.053555771021474345,193332.0334859269,70.53295439491416,0.2961575916223933,2
194,250540.26,113.6,0.030378559862498707,140828.94344026284,90.64635999030925,0.5741895607672443,1
195,257462.51,464.7,0.0646696462084181,177087.8787718888,72.1606045146421,-0.9560668431048382,0
196,513649.86,358.8,0.04315634243040279,113684.45766943114,17.492983321732996,-0.9322517002336268,1
197,630034.98,381.4,0.009331784770744134,156430.51282684787,32.73884779357263,-0.3337251907252614,2
198,623218.77,100.9,0.06397084525832028,195218.94597416947,43.848514887038554,0.39203148862740633,0
199,550315.37,117.3,0.07629235511536621,168443.74566908335,15.892141291042378,-0.4784027294753006,2
200,456581.52,260.7,0.005742868727186335,198184.2202594365,72.771351802512,-0.9970334191354995,1
201,77215.18,86.2,0.031916755757345816,94015.97742045463,50.296074260482435,-0.42370420011216603,2
202,129907.53,152.9,0.03951376754194506,196958.3275156475,86.2226629422348,-0.8197383667129745,0
203,631016.85,160.9,0.01257119004618704,135453.03022321957,55.680500429220544,-0.5611733884153536,1
204,432371.76,80.0,0.06954900687484729,189522.61149937654,49.969321201489834,-0.3336199986014048,0
205,26254.0,102.8,0.02344782194631348,8768.333023272982,11.142563152226334,-0.7438852898624964,1
206,89000.65,394.3,0.06285767465511465,143348.67830438545,17.843747825233688,0.41272945489532,1
207,471181.2,83.8,0.054008564080236965,184719.37716383077,78.059242601717,-0.4881595359876234,0
208,23441.88,14.4,0.04824561997489485,38106.36252076027,90.19813409301952,0.3221895986099248,2
209,129349.47,314.8,0.016179285047027796,144204.83672196727,40.70540568725118,0.19806570564233872,1
210,393138.98,488.0,0.01843557812352155,179710.145813539,74.6674032003439,0.7960909753874719,1
211,490488.73,165.7,0.004740523974978976,62857.78283206183,58.97237590443605,-0.8241336553106615,1
212,463333.66,59.5,0.020016281952799045,88381.6009524309,87.47909753576737,-0.5707837772726705,1
213,172503.13,285.3,0.028290045147380614,124127.05554543014,25.47980224819202,0.730356858087952,0
214,504281.87,453.2,0.0668184790051316,113170.88910128071,51.8558738986831,0.6442629127713864,2
215,181329.38,392.1,0.02994502067046962,8727.611924880715,40.15644037746322,-0.6157888856358986,0
216,241271.79,311.3,0.06061512083848291,21671.048543385965,51.587573931099314,-0.7845279761077517,2
217,527614.16,157.7,0.03571594022234352,22061.527656629023,28.121795174021546,0.7124829292403876,0
218,461750.37,271.0,0.06300459664751717,57269.49623662048,47.806169993553986,-0.6437238863505905,1
219,597471.92,45.8,0.07812545643452615,53700.030945812956,58.7331566183298,0.7422194121415904,2
220,467176.77,339.5,0.01994748308654883,161707.5907120076,11.984566023956319,0.9222293987554813,1
221,406449.85,362.6,0.06912498734514622,124829.17839711305,68.89690391345559,-0.5583867228486592,0
222,83698.84,482.5,0.0501241028181562,166441.19601880448,65.76097483179589,0.68077519984191,0
223,270046.75,130.3,0.06556624666550373,15409.38209260534,80.71935372482773,-0.15233782003547391,2
224,200337.61,9.4,0.05247528627915661,105782.6180738203,41.6236634556536,0.5775568495069916,0
225,185912.96,272.9,0.034492011074657866,70653.56604812264,10.303545404865726,-0.18520891804231354,2
226,681647.18,353.5,0.01901792021590144,185146.7940204504,44.685657095865075,-0.8592088025325662,0
227,287306.45,395.2,0.006532782801162037,154214.92054359496,16.834388797328685,0.42539054522732855,1
228,626591.66,97.0,0.043305950792396644,189350.64325191086,60.68042596287633,-0.6986227201928419,1
229,449174.27,131.0,0.07923576146762239,10302.54183555867,9.053311075292303,0.854050178633398,0
230,560471.69,256.4,0.059305302596122295,157051.19132969226,37.16369093558178,-0.16450743395859746,1
231,361793.22,165.4,0.026860297770522314,117705.81742992417,12.124489269924602,-0.8359997041808409,2
232,412294.64,430.3,0.06634917920685209,179720.0063137871,5.2895133301578845,-0.5430399704520112,2
233,354912.03,237.0,0.06174973601393612,110558.14458545865,87.6079212555369,0.7250352349353892,1
234,152765.23,399.8,0.023249227674923087,117749.49535145539,90.6669519302601,-0.35782906075169363,2
235,511267.44,290.4,0.0021302916937445404,11464.58209299337,52.77325383173592,0.712655989959379,2
236,210925.21,386.6,0.010334848444182018,145670.57543182635,25.550203095311616,-0.6554265232157022,0
237,36534.86,166.5,0.07030718903465255,59635.23693165889,83.35451716554454,-0.06356375284541094,1
238,458921.16,415.7,0.06708847978908487,4485.397466111338,84.38114734854517,0.7565189835732324,0
239,140435.26,137.4,0.024321511069390633,14656.726561312138,78.48776464068071,-0.9031903353534869,0
240,659511.84,273.1,0.023530438676469215,208505.34851100718,51.815818672794855,-0.3914456344407591,2
241,668671.43,107.2,0.06363633398109522,75506.4182125747,11.42438583705836,0.8197031788775715,1
242,642107.79,237.9,0.07508126012173834,189093.2567879642,12.605747768164614,0.1930526554160863,1
243,271707.92,159.2,0.0625518432870104,209025.76613347008,82.10930174328834,0.43246426204426935,2
244,30510.5,133.5,0.04884071548543016,205454.94029100143,80.32110888132172,0.6842568771848148,0
245,651256.62,483.5,0.020171036676212558,192063.41237619382,42.35816342958472,0.047192852538233465,1
246,311165.22,80.2,0.04253408521352559,194918.03535157908,33.22129727497258,0.6907318020432001,1
247,677325.28,393.7,0.019447436828867907,63088.15044859105,60.39465713239279,0.2775291413368164,0
248,675261.58,492.1,0.06483290218764512,33159.848120653965,74.40096354997515,0.3713009011270043,2
249,600046.43,10.1,0.031569925281901244,139303.5335103322,67.9249050164566,-0.6942910896637211,1
250,220225.25,349.6,0.06686208014252808,106411.77679065608,57.941852672360746,0.8780376584694078,1
251,281866.46,126.6,0.031147128220635298,21687.28598806922,24.9099498222555,0.5921687008698313,2
252,598772.94,20.4,0.06610780301079142,147632.9903664766,27.575418752981502,-0.491608007705701,1
253,235506.96,201.6,0.027332107398054115,122678.33762868668,67.26980340020235,0.15998933276610616,0
254,135255.07,467.6,0.03577048366479592,188003.46641635156,74.02530731078868,-0.2470681902776779,0
255,398624.86,6.1,0.04962358512806995,132758.39394179554,14.987626176564731,0.32080399761982314,0
256,656585.25,294.0,0.006552721508363575,125090.68870745359,21.10754610317232,0.9874936864049402,2
257,493300.26,250.8,0.07590835788342169,96107.57499717984,63.52044254725394,-0.9085072057127097,0
258,407641.6,436.7,0.04631485710378045,100902.46640781818,38.4528465225405,0.9050472759272492,0
259,86080.02,42.2,0.04111778116057338,207873.35499065567,53.44318658530864,-0.8552173357126995,2
260,438204.91,340.8,0.06731212371847306,30325.851645492075,57.87408592838471,-0.07847072831844404,0
261,693236.62,340.1,0.06939525566184938,97297.21492348393,71.75349818499055,-0.03578159881312781,1
262,115257.13,334.6,0.042258571957792264,142908.006102481,74.29165776165405,-0.4625510908003829,1
263,372464.16,471.2,0.07425372373769736,94423.11648047096,29.088277092485257,0.1333985721193729,1
264,616613.69,411.6,0.006114283520041969,61827.72044406889,51.55151868730673,0.6679282926772538,1
265,523722.66,21.2,0.009944837587846186,62728.963877997216,15.623058721481703,-0.4120756375774537,0
266,493970.7,235.6,0.04814627017114077,51043.55566567895,77.41330450798918,-0.8591901246957248,2
267,497689.18,199.1,0.02897120308169311,75033.3364468803,77.70852269665482,0.26456740128252476,0
268,264453.98,155.2,0.03767378812894671,189876.43116698417,30.757491833953253,0.5034902582965035,0
269,219642.45,225.8,0.026918258213876157,110136.86215028375,18.81333783829566,0.9090460195921402,1
270,570365.59,192.2,0.032973299604149915,52475.94722973329,11.027892925222925,-0.6809507063132341,0
271,570877.11,216.3,0.06598906142455765,83873.01362497345,54.447974004396386,0.8027197316096106,2
272,609609.18,489.6,0.04788461978849007,23228.6976682964,12.862816634389663,-0.03575304562177517,1
273,641003.58,44.5,0.07979021939339637,196918.17696714937,63.531156637371595,-0.5284835259519169,0
274,367712.83,461.1,0.06316345662785607,89023.8482630956,63.31887048893658,0.9254969403925388,1
275,361031.08,240.2,0.02261963407404431,213533.12611945329,57.802917013319714,-0.523141458927354,0
276,562840.72,311.9,0.021883264300409003,75824.4370619242,80.38420316022612,0.4668883714718637,0
277,461975.47,415.1,0.027535963339243564,182191.07587662156,37.53213957470533,0.5697735568082587,1
278,497337.48,180.4,0.06761749897117167,55989.44417222022,82.59518410571367,-0.13896189515217627,2
279,561139.02,215.3,0.003155724401394682,16770.869598966245,8.175581720767253,0.3799696894538902,1
280,625203.63,204.9,0.01918432103082936,7105.179500219032,14.697100961241048,0.1449541500585021,0
281,249836.71,187.5,0.07248855520719709,132102.2496379049,40.44967837658613,-0.6159344951337646,2
282,275396.41,462.8,0.05155181845057691,67998.43095617305,56.083399607217316,0.5197757642270768,0
283,83907.72,414.5,0.01892092054458346,96709.92599154025,7.7843047509854415,0.8560322896728687,0
284,413230.5,54.7,0.01831245249037385,178337.59494673306,53.79936454248671,-0.02272389056171975,1
285,44440.75,54.2,0.06914683003899501,54188.319447188944,31.4362552175407,0.9886205081335162,1
286,336606.65,214.0,0.07160684315388667,67362.77893751713,81.29462547181731,-0.14406937293027866,0
287,388998.35,49.5,0.02123435618600711,184145.153868766,50.862474883510856,-0.04052684865714595,1
288,214848.05,309.6,0.03422031828804605,107425.0706795465,55.5588761066993,0.34779502794726946,1
289,421766.62,72.0,0.06693306335163705,180299.9403506213,86.32347575587997,-0.6284597115513124,1
290,40740.17,261.3,0.061909587650180946,81685.97835427044,70.71870829229505,0.8038920198944128,1
291,45396.77,3.8,0.06529937241872068,86885.30782797882,42.691500888621846,0.6025455942789344,1
292,579368.38,158.4,0.04195345707224953,36569.30752294856,46.01164688621767,0.7448345727835588,1
